Partner Engineer (PE),Partner Name,Country / Headquarters,Partner Advantage Track,Uncommitted Workloads (#),Total Pipeline ARR ($ USD),DRP Profile Capacities (#),Active Accreditations / Certs (#),Partner Action Tracker Spreadsheet
Oliver Hartley,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h39BLQAY/view"", ""Comercializadora Zenta Group SPA"")",Chile,Premier,27,"$1,849,594.00",21,33,"=HYPERLINK(""https://docs.google.com/spreadsheets/d/1fkfQ5BFGu9tPyPUlxgWAK_NeA2gGiAn1TChTYP1R0d0/edit#gid=0"", ""Open Partner Tracker ↗"")"
Oliver Hartley,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf000013fuVXIAY/view"", ""Consiti (Consultoría y Soluciones Informáticas)"")",El Salvador / Central America,Premier,6,"$582,000.00",5,6,"=HYPERLINK(""https://docs.google.com/spreadsheets/d/19dmL5AnjuOaDTb3GhJKeMIMKvXiVfD46TEKPNnf-yUg/edit#gid=0"", ""Open Partner Tracker ↗"")"
Oliver Hartley,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h38aiQAA/view"", ""Devaid SPA"")",Chile,Premier,30,"$2,688,688.00",47,16,"=HYPERLINK(""https://docs.google.com/spreadsheets/d/1vd2wXMdXDfkR9Z0aWZo_OTNheduXQCza3bbeC8DPcc0/edit#gid=0"", ""Open Partner Tracker ↗"")"
Oliver Hartley,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GGNRCQA5/view"", ""MadeinWeb S/A"")",Brazil,Premier,42,"$8,171,944.84",21,5,"=HYPERLINK(""https://docs.google.com/spreadsheets/d/1PabQ-umTOYTkMg6n4__kP1VeFRc6SMxz_A0Yft3vrtw/edit#gid=0"", ""Open Partner Tracker ↗"")"
Oliver Hartley,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kxZPMQA2/view"", ""TIVIT COLOMBIA S A S"")",Colombia / Regional,Premier,5,"$724,542.53",65,41,"=HYPERLINK(""https://docs.google.com/spreadsheets/d/1Hq0wi-6oC7qgOoP4KEZsgQiXLkxxteJ4OIaiAqw5a8U/edit#gid=0"", ""Open Partner Tracker ↗"")"
Oliver Hartley,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002JmizDQAR/view"", ""Tech Pulse SPA (Axmos)"")",Chile,Premier,40,"$4,349,566.00",137,124,"=HYPERLINK(""https://docs.google.com/spreadsheets/d/1HW8oZj-tJvI4RL3QrHrS614BSUFkVe4db_Gu50OEObw/edit#gid=0"", ""Open Partner Tracker ↗"")"
TOTAL (All 6 Partners),-,-,-,150,"$18,366,335.37",296,225,-
